,text,label
152,Aotd to be honest I m not sure what tier our state is vaccinating MN I received my second shot at the end of January work in healthcare DH teaches and his district offered the vaccines to any staff that wanted it He received his second dose a couple of weeks ago My parents sister completed their vaccinations DH s parents get their second shot next week they are all in ND n nWfd DH and the kids are having leftovers I am going out to eat with my book club first time in over a year can t wait All members except one are fully vaccinated,4
153,Honestly I d pull him from daycare if you are that worried My daughter s daycare requires masks for the teachers and they have covid outbreaks pretty regularly All teachers are vaccinated I don t think you can avoid it at this point,2
155,me We are extremely Covid conservative Baby girl has never been to a store or restaurant Anyone who holds her must be masked even if vaccinated We don t go inside other s houses and have limited visitors at ours We are thinking of going to the zoo in a few weeks and I m honestly terrified My husband keeps saying this is going to go on for a while and we need to learn to adapt and live with it but I honestly don t know how I know I probably need to let go a bit but I d never forgive myself if she got sick It s exhausting I miss my friends and family and want peoples help but keeping our daughter healthy is our number one priority right now There s plenty of time to see other s when she s a bit older,2
157,That s what I was thinking I m trying to keep up my supply until I get my second round of the vaccine so I can make sure to pass the antibodies to my babe It s the antibodies babes Im so jealous of how much milk you pump wo,6
158,That s what I was thinking I m trying to keep up my supply until I get my second round of the vaccine so I can make sure to pass the antibodies to my babe It s the antibodies babes Im so jealous of how much milk you pump wo,4
159,I get where you re coming from I was personally terrified about getting the vaccine since it s still in its testing phase I literally cried on my way to get the first dose last week but I m glad I did After reading the horror stories of pregnant women getting sick my son being back in school and my boyfriend working in a busy restaurant and refusing the vaccine due to a needle phobia fyi restaurants in the Chicago area are not making their employees get vaccinated I decided I d rather just do it to be safe My baby has been kicking up a storm just like usual even on the day I got it I was very tired this past week and my arm was sore but I had no other adverse effects In an ideal world I would have waited but there are just too many factors in my life to make me comfortable about not getting it n nThat being said getting vaccinated is YOUR choice Raising your children your way is YOUR choice No one else s Don t let anyone guilt trip you into doing anything you don t want to do You need to tell your MIL to back off Tell her stress is bad for you and your baby during this time and her constantly forcing herself on you arguing with you and putting you down is stressing you out Remind her that if she really cares about you and her grandchildren then she needs to respect your wishes and leave you alone and stop showing up at your house everyday You need your privacy If she can t do that and it comes to drastic measures you can call the police to have her removed from your property or even threaten to call them just so she ll leave on her own They won t arrest her for trespassing as long as she leaves when they ask her to I know that sounds really harsh and can cause a slew of problems which is why you should save it as a last resort n nI really hope you get this resolved No one needs this especially during pregnancy My thoughts and prayers are with you,1
159,I get where you re coming from I was personally terrified about getting the vaccine since it s still in its testing phase I literally cried on my way to get the first dose last week but I m glad I did After reading the horror stories of pregnant women getting sick my son being back in school and my boyfriend working in a busy restaurant and refusing the vaccine due to a needle phobia fyi restaurants in the Chicago area are not making their employees get vaccinated I decided I d rather just do it to be safe My baby has been kicking up a storm just like usual even on the day I got it I was very tired this past week and my arm was sore but I had no other adverse effects In an ideal world I would have waited but there are just too many factors in my life to make me comfortable about not getting it n nThat being said getting vaccinated is YOUR choice Raising your children your way is YOUR choice No one else s Don t let anyone guilt trip you into doing anything you don t want to do You need to tell your MIL to back off Tell her stress is bad for you and your baby during this time and her constantly forcing herself on you arguing with you and putting you down is stressing you out Remind her that if she really cares about you and her grandchildren then she needs to respect your wishes and leave you alone and stop showing up at your house everyday You need your privacy If she can t do that and it comes to drastic measures you can call the police to have her removed from your property or even threaten to call them just so she ll leave on her own They won t arrest her for trespassing as long as she leaves when they ask her to I know that sounds really harsh and can cause a slew of problems which is why you should save it as a last resort n nI really hope you get this resolved No one needs this especially during pregnancy My thoughts and prayers are with you,2
160,I get where you re coming from I was personally terrified about getting the vaccine since it s still in its testing phase I literally cried on my way to get the first dose last week but I m glad I did After reading the horror stories of pregnant women getting sick my son being back in school and my boyfriend working in a busy restaurant and refusing the vaccine due to a needle phobia fyi restaurants in the Chicago area are not making their employees get vaccinated I decided I d rather just do it to be safe My baby has been kicking up a storm just like usual even on the day I got it I was very tired this past week and my arm was sore but I had no other adverse effects In an ideal world I would have waited but there are just too many factors in my life to make me comfortable about not getting it n nThat being said getting vaccinated is YOUR choice Raising your children your way is YOUR choice No one else s Don t let anyone guilt trip you into doing anything you don t want to do You need to tell your MIL to back off Tell her stress is bad for you and your baby during this time and her constantly forcing herself on you arguing with you and putting you down is stressing you out Remind her that if she really cares about you and her grandchildren then she needs to respect your wishes and leave you alone and stop showing up at your house everyday You need your privacy If she can t do that and it comes to drastic measures you can call the police to have her removed from your property or even threaten to call them just so she ll leave on her own They won t arrest her for trespassing as long as she leaves when they ask her to I know that sounds really harsh and can cause a slew of problems which is why you should save it as a last resort n nI really hope you get this resolved No one needs this especially during pregnancy My thoughts and prayers are with you,6
161,I live in France and the vaccine is required for everything though I ve been vaccinated since September I ll need to get the booster in February,4
163,I am at 29 weeks I would love to get the vaccine but Iam worried and scared about getting the vaccine but even more about getting Covid There s no information at all about safety in pregnancy and that s making my decision even harder,5
163,I am at 29 weeks I would love to get the vaccine but Iam worried and scared about getting the vaccine but even more about getting Covid There s no information at all about safety in pregnancy and that s making my decision even harder,3
163,I am at 29 weeks I would love to get the vaccine but Iam worried and scared about getting the vaccine but even more about getting Covid There s no information at all about safety in pregnancy and that s making my decision even harder,1
163,I am at 29 weeks I would love to get the vaccine but Iam worried and scared about getting the vaccine but even more about getting Covid There s no information at all about safety in pregnancy and that s making my decision even harder,2
163,I am at 29 weeks I would love to get the vaccine but Iam worried and scared about getting the vaccine but even more about getting Covid There s no information at all about safety in pregnancy and that s making my decision even harder,0
165,Im very pro vaccine but if you have a history like that I d say don t get it,5
166,Im very pro vaccine but if you have a history like that I d say don t get it,6
167,Here s my 16 months old test He s had a fever and slight runny nose The rapid is faint I m not sure if it s accurate under age 2 I don t want to keep testing him unnecessarily n nI have symptoms and my test is more faint than his but I m vaccinated I m hearing it s been taking vaccinated people a few days after of symptoms to finally pop positive,2
167,Here s my 16 months old test He s had a fever and slight runny nose The rapid is faint I m not sure if it s accurate under age 2 I don t want to keep testing him unnecessarily n nI have symptoms and my test is more faint than his but I m vaccinated I m hearing it s been taking vaccinated people a few days after of symptoms to finally pop positive,0
168,Here s my 16 months old test He s had a fever and slight runny nose The rapid is faint I m not sure if it s accurate under age 2 I don t want to keep testing him unnecessarily n nI have symptoms and my test is more faint than his but I m vaccinated I m hearing it s been taking vaccinated people a few days after of symptoms to finally pop positive,1
169,How old is your mother She sounds extremely immature A grown adult would understand that it makes sense to only see the baby when everyone is healthy and symptom free and vaccinated Children who cannot be vaccinated should have limited exposure Maybe you could do an outside meet up at a park where you baby wear they can see the baby but no holding or touching And only if she agrees happily,6
169,How old is your mother She sounds extremely immature A grown adult would understand that it makes sense to only see the baby when everyone is healthy and symptom free and vaccinated Children who cannot be vaccinated should have limited exposure Maybe you could do an outside meet up at a park where you baby wear they can see the baby but no holding or touching And only if she agrees happily,2
169,How old is your mother She sounds extremely immature A grown adult would understand that it makes sense to only see the baby when everyone is healthy and symptom free and vaccinated Children who cannot be vaccinated should have limited exposure Maybe you could do an outside meet up at a park where you baby wear they can see the baby but no holding or touching And only if she agrees happily,0
171,Everyone in my family and my husband s family are vaccinated Its a choice everyone made for themselves and we just dont make a big deal out of it,0
173,No She hasn t had vaccines in over 2 months,4
175,My OBGYN would like for me to get the COVID vaccine She states that it is being recommended by the CDC for pregnant women Also that there has been an increased chance of stillbirth for babies born to moms with COVID Has anyone else s doctor recommended this Has anyone got the COVID vaccine while pregnant,6
175,My OBGYN would like for me to get the COVID vaccine She states that it is being recommended by the CDC for pregnant women Also that there has been an increased chance of stillbirth for babies born to moms with COVID Has anyone else s doctor recommended this Has anyone got the COVID vaccine while pregnant,1
175,My OBGYN would like for me to get the COVID vaccine She states that it is being recommended by the CDC for pregnant women Also that there has been an increased chance of stillbirth for babies born to moms with COVID Has anyone else s doctor recommended this Has anyone got the COVID vaccine while pregnant,2
175,My OBGYN would like for me to get the COVID vaccine She states that it is being recommended by the CDC for pregnant women Also that there has been an increased chance of stillbirth for babies born to moms with COVID Has anyone else s doctor recommended this Has anyone got the COVID vaccine while pregnant,0
176,My OBGYN would like for me to get the COVID vaccine She states that it is being recommended by the CDC for pregnant women Also that there has been an increased chance of stillbirth for babies born to moms with COVID Has anyone else s doctor recommended this Has anyone got the COVID vaccine while pregnant,4
177,https www nytimes com 2021 01 21 opinion covid vaccine ethics htmlFor what it s worth in my state she would NOT be eligible but all teachers Department of Education employees such as social workers aides food service grocery and supermarket workers childcare workers nannies transit workers such as bus drivers and subway workers corrections and nursing home workers are all eligible and have been getting vaccinated And the Governor just added restaurant workers along with over 65 So its top down We are all cogs in the system I ve got no dog in this hunt I m last on the list Once again I direct to this editorial with explanations from leading bioethicists regarding why someone in this position should take the vaccination If there is an issue with who or who is not eligible that needs to be taken up with the government and whoever made the policy Her refusal to take a vaccination will not put the vaccination in the arm of someone more deserving rather it will go to waste or go to someone else equally undeserving The issue is with the roll out and the categories Her not getting it means anyone who comes into contact with her has more of a chance of getting covid Not only SHOULD she take the vaccine but she MUST,0
178,https www nytimes com 2021 01 21 opinion covid vaccine ethics htmlFor what it s worth in my state she would NOT be eligible but all teachers Department of Education employees such as social workers aides food service grocery and supermarket workers childcare workers nannies transit workers such as bus drivers and subway workers corrections and nursing home workers are all eligible and have been getting vaccinated And the Governor just added restaurant workers along with over 65 So its top down We are all cogs in the system I ve got no dog in this hunt I m last on the list Once again I direct to this editorial with explanations from leading bioethicists regarding why someone in this position should take the vaccination If there is an issue with who or who is not eligible that needs to be taken up with the government and whoever made the policy Her refusal to take a vaccination will not put the vaccination in the arm of someone more deserving rather it will go to waste or go to someone else equally undeserving The issue is with the roll out and the categories Her not getting it means anyone who comes into contact with her has more of a chance of getting covid Not only SHOULD she take the vaccine but she MUST,4
179,I am not vaccinated and tested positive Doing good,0
181,Thank you I beat myself up over this topic I still feel awful about not being able to get it But I really feel that I am doing this to protect myself FOR my baby My family has all agreed to have the vaccine before he comes some family members have already went got theirs I m glad my family is understanding respectful of our decision Some people haven t been so nice about it unfortunately This was huge decision my husband and I had to make,6
181,Thank you I beat myself up over this topic I still feel awful about not being able to get it But I really feel that I am doing this to protect myself FOR my baby My family has all agreed to have the vaccine before he comes some family members have already went got theirs I m glad my family is understanding respectful of our decision Some people haven t been so nice about it unfortunately This was huge decision my husband and I had to make,2
183,I know this is a tricky and sensitive topic but I was wondering about insight or advice I am a FTM and due in July We have politely asked anyone who wants to be around the baby to get Tdap Flu and be up to date on shots Some people have made comments such as guess we won t be around the baby and making it sort of like a guilt trip or to make us feel badly strange or odd for this request I even had plenty say when I had a baby we were never advised to have others vaccinated It just makes me feel strange and I wonder if this is a newer thing doctors suggest to be around babies specifically requesting Tdap People are acting like this is a new thing and back in the day nobody asked to be specifically vaccinated against certain things Idk I m maybe being overly sensitive but it seems like we re being judged n nAnyone else encounter this,6
183,I know this is a tricky and sensitive topic but I was wondering about insight or advice I am a FTM and due in July We have politely asked anyone who wants to be around the baby to get Tdap Flu and be up to date on shots Some people have made comments such as guess we won t be around the baby and making it sort of like a guilt trip or to make us feel badly strange or odd for this request I even had plenty say when I had a baby we were never advised to have others vaccinated It just makes me feel strange and I wonder if this is a newer thing doctors suggest to be around babies specifically requesting Tdap People are acting like this is a new thing and back in the day nobody asked to be specifically vaccinated against certain things Idk I m maybe being overly sensitive but it seems like we re being judged n nAnyone else encounter this,2
184,I know this is a tricky and sensitive topic but I was wondering about insight or advice I am a FTM and due in July We have politely asked anyone who wants to be around the baby to get Tdap Flu and be up to date on shots Some people have made comments such as guess we won t be around the baby and making it sort of like a guilt trip or to make us feel badly strange or odd for this request I even had plenty say when I had a baby we were never advised to have others vaccinated It just makes me feel strange and I wonder if this is a newer thing doctors suggest to be around babies specifically requesting Tdap People are acting like this is a new thing and back in the day nobody asked to be specifically vaccinated against certain things Idk I m maybe being overly sensitive but it seems like we re being judged n nAnyone else encounter this,3
184,I know this is a tricky and sensitive topic but I was wondering about insight or advice I am a FTM and due in July We have politely asked anyone who wants to be around the baby to get Tdap Flu and be up to date on shots Some people have made comments such as guess we won t be around the baby and making it sort of like a guilt trip or to make us feel badly strange or odd for this request I even had plenty say when I had a baby we were never advised to have others vaccinated It just makes me feel strange and I wonder if this is a newer thing doctors suggest to be around babies specifically requesting Tdap People are acting like this is a new thing and back in the day nobody asked to be specifically vaccinated against certain things Idk I m maybe being overly sensitive but it seems like we re being judged n nAnyone else encounter this,4
185,I did and it helped tremendously for the pain His Dr recommended it too Of course I can t say if it did or did not affect the vaccines,6
185,I did and it helped tremendously for the pain His Dr recommended it too Of course I can t say if it did or did not affect the vaccines,1
186,I did and it helped tremendously for the pain His Dr recommended it too Of course I can t say if it did or did not affect the vaccines,0
187,Again I m not anti vax but I don t feel there s enough information yet for me to make a choice nYes I believe covid is real and can be deadly nYes I take precautions around others nDo I believe in forced compliance by mandating it and making passports Hell no nWant the shot Get it nNeed more time before you feel comfortable Go for it nDecided it s not for you Your choice nMandated to do your every day living Hell nah n nYou can be vaccine supportive and be anti vax mandates passports Just sayin n,5
187,Again I m not anti vax but I don t feel there s enough information yet for me to make a choice nYes I believe covid is real and can be deadly nYes I take precautions around others nDo I believe in forced compliance by mandating it and making passports Hell no nWant the shot Get it nNeed more time before you feel comfortable Go for it nDecided it s not for you Your choice nMandated to do your every day living Hell nah n nYou can be vaccine supportive and be anti vax mandates passports Just sayin n,3
187,Again I m not anti vax but I don t feel there s enough information yet for me to make a choice nYes I believe covid is real and can be deadly nYes I take precautions around others nDo I believe in forced compliance by mandating it and making passports Hell no nWant the shot Get it nNeed more time before you feel comfortable Go for it nDecided it s not for you Your choice nMandated to do your every day living Hell nah n nYou can be vaccine supportive and be anti vax mandates passports Just sayin n,0
189,Did it affect your fertility I have a friend saying it affected her but I m not so sure that s possible Fertility is so individual that I think it s really unlikely to be a direct cause of the covid vaccine But I m not a doctor so n nWhat s been your experience,1
190,Did it affect your fertility I have a friend saying it affected her but I m not so sure that s possible Fertility is so individual that I think it s really unlikely to be a direct cause of the covid vaccine But I m not a doctor so n nWhat s been your experience,3
191,Saying that I m pro vaccine I suggest however getting the MMR Post partum MMR is a live virus vaccination It isn t mandatory nor is it recommended In fact doctors ask vehemently whether or not there is a possibility you are pregnant before you get the shot due to risks of the live virus attacking the fetus,6
191,Saying that I m pro vaccine I suggest however getting the MMR Post partum MMR is a live virus vaccination It isn t mandatory nor is it recommended In fact doctors ask vehemently whether or not there is a possibility you are pregnant before you get the shot due to risks of the live virus attacking the fetus,4
192,Saying that I m pro vaccine I suggest however getting the MMR Post partum MMR is a live virus vaccination It isn t mandatory nor is it recommended In fact doctors ask vehemently whether or not there is a possibility you are pregnant before you get the shot due to risks of the live virus attacking the fetus,1
193,I got the vaccine way back in March which isn t an option on the poll I just got my booster though and it was uneventful Just boob swelling and feeling a little off for a day,1
194,I got the vaccine way back in March which isn t an option on the poll I just got my booster though and it was uneventful Just boob swelling and feeling a little off for a day,4
195,Thank you to everyone commenting I m already starting to feel more confident in the vaccine my mind clearing up even if it is a little bit,6
197,I had COVID for the first time during this pregnancy despite being careful got it masked at work I m healthy and vaccinated and my OBgyn is very much not worried Coming from someone who has been very scared of getting it please try not to stress and take care of yourself chances are that you ll be okay and so will your baby,6
197,I had COVID for the first time during this pregnancy despite being careful got it masked at work I m healthy and vaccinated and my OBgyn is very much not worried Coming from someone who has been very scared of getting it please try not to stress and take care of yourself chances are that you ll be okay and so will your baby,2
197,I had COVID for the first time during this pregnancy despite being careful got it masked at work I m healthy and vaccinated and my OBgyn is very much not worried Coming from someone who has been very scared of getting it please try not to stress and take care of yourself chances are that you ll be okay and so will your baby,0
199,Perhaps it s another virus or infection that she s been exposed to Pediatrician said the MMR vaccine has delayed reactions and that if I saw anything it wouldn t be until 7 10 days post vaccine,1
200,Perhaps it s another virus or infection that she s been exposed to Pediatrician said the MMR vaccine has delayed reactions and that if I saw anything it wouldn t be until 7 10 days post vaccine,2
201,In CO and our pediatrician doesn t have them yet We went to a mobile vaccine clinic the other day though,0
203,I received the COVID vaccine at 24 weeks since my OBGYN strongly recommended it I had no side effects except a sore arm with either shot and now I will get to pass on the antibodies to the baby It is a very personal decision and there is no right or wrong answer,6
203,I received the COVID vaccine at 24 weeks since my OBGYN strongly recommended it I had no side effects except a sore arm with either shot and now I will get to pass on the antibodies to the baby It is a very personal decision and there is no right or wrong answer,1
203,I received the COVID vaccine at 24 weeks since my OBGYN strongly recommended it I had no side effects except a sore arm with either shot and now I will get to pass on the antibodies to the baby It is a very personal decision and there is no right or wrong answer,2
204,I received the COVID vaccine at 24 weeks since my OBGYN strongly recommended it I had no side effects except a sore arm with either shot and now I will get to pass on the antibodies to the baby It is a very personal decision and there is no right or wrong answer,4
205,From the research I have read the recommendation is still to get vaccinated as the vaccine is supposed to offer better protection than natural immunity n nhttps www cdc gov media releases 2021 s0806 vaccination protection html,6
205,From the research I have read the recommendation is still to get vaccinated as the vaccine is supposed to offer better protection than natural immunity n nhttps www cdc gov media releases 2021 s0806 vaccination protection html,2
205,From the research I have read the recommendation is still to get vaccinated as the vaccine is supposed to offer better protection than natural immunity n nhttps www cdc gov media releases 2021 s0806 vaccination protection html,0
207,Tell him to bad Vaccines are not something I talk about And he s only been around for 3 months yeah you make the decisions,0
209,No judgement but how many people vaccinate there kids and who doesn t and why or why not I have 3 kids this is my third and the older I get I find it harder and harder to vaccinate them I just want to hear everyone s thoughts please I have a 4 month old and she s about to be due for them,5
210,No judgement but how many people vaccinate there kids and who doesn t and why or why not I have 3 kids this is my third and the older I get I find it harder and harder to vaccinate them I just want to hear everyone s thoughts please I have a 4 month old and she s about to be due for them,3
211,Most people around us are vaccinated however my husband and I are not I m asking everyone with symptoms of any kind cold flu Covid whatever not come around I would have this rule whether in a pandemic or not Also my little guy had open heart surgery a week after birth he is almost 6 months old and we don t really go anywhere other then appointments or his Grandparents house,0
212,Most people around us are vaccinated however my husband and I are not I m asking everyone with symptoms of any kind cold flu Covid whatever not come around I would have this rule whether in a pandemic or not Also my little guy had open heart surgery a week after birth he is almost 6 months old and we don t really go anywhere other then appointments or his Grandparents house,2
213,This is basically my situation My mom is a super loony right wing conspiracy theorist who suddenly doesn t believe in vaccines n nBUT unfortunately we kinda need her to come visit We live in Hawaii and I m having a c section at the end of May and my vaccinated MIL can t fly out until the end of her school year in late June We need help with our toddler while we re in the hospital n nFortunately Hawaii requires Covid testing prior to travel It s not foolproof but statistically the number of missed positive cases is RARE And picking up Covid while traveling is statistically unlikely as well given the mitigation efforts So I think it will be fine n nAm I nervous anxious about it Yes Absolutely But I think it will be fine considering our personal circumstances n nIt sucks though and I feel your pain with dealing with anti science anti medicine anti expert family,6
214,This is basically my situation My mom is a super loony right wing conspiracy theorist who suddenly doesn t believe in vaccines n nBUT unfortunately we kinda need her to come visit We live in Hawaii and I m having a c section at the end of May and my vaccinated MIL can t fly out until the end of her school year in late June We need help with our toddler while we re in the hospital n nFortunately Hawaii requires Covid testing prior to travel It s not foolproof but statistically the number of missed positive cases is RARE And picking up Covid while traveling is statistically unlikely as well given the mitigation efforts So I think it will be fine n nAm I nervous anxious about it Yes Absolutely But I think it will be fine considering our personal circumstances n nIt sucks though and I feel your pain with dealing with anti science anti medicine anti expert family,4
215,Did your baby have the rotavirus vaccine It s a small drink in a tube If you re positive it s vaccine related there s a small percentage of babies that get intussusception from that vaccine It s a type of bowel blockage and can be very painful I m not a doctor so I m not saying that s definitely the case I m just offering a vaccine related option I attached a picture of the signs,1
216,Did your baby have the rotavirus vaccine It s a small drink in a tube If you re positive it s vaccine related there s a small percentage of babies that get intussusception from that vaccine It s a type of bowel blockage and can be very painful I m not a doctor so I m not saying that s definitely the case I m just offering a vaccine related option I attached a picture of the signs,3
217,My 4 month old is having fever 101 2 since last night He had his 4 months vaccination yesterday Will babies develop fever after 4 months vaccination Please advise,1
218,My 4 month old is having fever 101 2 since last night He had his 4 months vaccination yesterday Will babies develop fever after 4 months vaccination Please advise,3
218,My 4 month old is having fever 101 2 since last night He had his 4 months vaccination yesterday Will babies develop fever after 4 months vaccination Please advise,4
219,Vaccinated people can come inside with no mask Unvaccinated must wear masks inside Everyone must wash hands before holding baby,6
219,Vaccinated people can come inside with no mask Unvaccinated must wear masks inside Everyone must wash hands before holding baby,2
219,Vaccinated people can come inside with no mask Unvaccinated must wear masks inside Everyone must wash hands before holding baby,0
221,I agree with you on that point n nI have looked at the rules at my DS s All of the adults I know who are vaccinated but not also boosted who have COVID feel like crap It s mild but they re still super sick We just dropped off soup and gatorade to some neighbors because they can hardly get out of bed n nBoosted adults seem to have a very mild cold generally just the sniffles or be totally asymptomatic n nKids are all over the map vaccinated or not n nWorst off folks are adults with no booster and kids who just have the sniffles Never fun to parent energetic small kids when you feel like crap,6
221,I agree with you on that point n nI have looked at the rules at my DS s All of the adults I know who are vaccinated but not also boosted who have COVID feel like crap It s mild but they re still super sick We just dropped off soup and gatorade to some neighbors because they can hardly get out of bed n nBoosted adults seem to have a very mild cold generally just the sniffles or be totally asymptomatic n nKids are all over the map vaccinated or not n nWorst off folks are adults with no booster and kids who just have the sniffles Never fun to parent energetic small kids when you feel like crap,2
222,I agree with you on that point n nI have looked at the rules at my DS s All of the adults I know who are vaccinated but not also boosted who have COVID feel like crap It s mild but they re still super sick We just dropped off soup and gatorade to some neighbors because they can hardly get out of bed n nBoosted adults seem to have a very mild cold generally just the sniffles or be totally asymptomatic n nKids are all over the map vaccinated or not n nWorst off folks are adults with no booster and kids who just have the sniffles Never fun to parent energetic small kids when you feel like crap,0
223,I was worried about this too because I got my covid vaccine the next day too Luckily my son was cranky and sleepy the day he got his shots and had a temp of 99 7 but never higher I never had any side effects from my shot and he was back to his normal smiley shots within 36 hours of his shots Now everyone is different but I was very lucky,1
224,I was worried about this too because I got my covid vaccine the next day too Luckily my son was cranky and sleepy the day he got his shots and had a temp of 99 7 but never higher I never had any side effects from my shot and he was back to his normal smiley shots within 36 hours of his shots Now everyone is different but I was very lucky,6
224,I was worried about this too because I got my covid vaccine the next day too Luckily my son was cranky and sleepy the day he got his shots and had a temp of 99 7 but never higher I never had any side effects from my shot and he was back to his normal smiley shots within 36 hours of his shots Now everyone is different but I was very lucky,0
225,I m not vaccinated and have never tested positive Me my son or my husband And we stay inside just when we go out to stores and sometimes a restaurant we wear masks I keep disinfectant and hand sanitizer in my car But other than that I think just because we keep to ourselves we ve been doing good,5
225,I m not vaccinated and have never tested positive Me my son or my husband And we stay inside just when we go out to stores and sometimes a restaurant we wear masks I keep disinfectant and hand sanitizer in my car But other than that I think just because we keep to ourselves we ve been doing good,2
228,So we recently visited the doctor for my LO vaccination And the doctor told me the baby should by now start saying at least 40 meaningful words whereas my LO is only using 7 10 words This is worrying me so much Doctor has advised me to talk to her continuously to increase her vocabulary I am talking reading and playing with her everyday since her day 1 Have never gave her any screen time till 1 year and now it doesn t exceed than 30 45 minutes I don t know how much more can I do It s so exhausting I have taken a break from my job and after doing so much I feel I am losing it now How to make her talk Is it only with my kid or is it normal for them to take time to talk,0
229,I got the vaccine in January at 31 weeks My baby is healthy as can be and excelling in all areas,6
230,I got the vaccine in January at 31 weeks My baby is healthy as can be and excelling in all areas,2
231,Chiming in from Western Washington here We go back to school in about 3 weeks We are watching the rest of our country s schools atm ODD has her 12th birthday on Wednesday In case of reaction I am putting the vaccine out to Friday That means she ll be in school 2 weeks before fully vaccinated I guess it is better than YDD School doesn t currently have a plan to go fully remote Parents are worried here,4
233,My LO sticks his tongue out a lot does weird tongue stuff well before he has his vaccinations I think your LO is fine try to relax,1
235,I tested positive today and have just been staying hydrated monitoring for fever so far no fever and resting I called the health district and they said that s enough for now and to quarantine 5 days and call my OB Monday I have felt awful about 2 days and am already starting to feel better I m vaccinated and boosted,0
237,I don t love the new combo vaccines all that much but I ve done it both ways Little bit just got her 4 month vaccines and was feverish and sleet but nothing awful My middle child reacted pretty strong to the MMR last time so for her 5 year shots we separated them so that she will get MMR separate And she even reacted pretty sick to what she got in the first round n nI m usually ok with the vaccines we got as kids But not doing gardisil with my oldest and we don t do flu etc,6
237,I don t love the new combo vaccines all that much but I ve done it both ways Little bit just got her 4 month vaccines and was feverish and sleet but nothing awful My middle child reacted pretty strong to the MMR last time so for her 5 year shots we separated them so that she will get MMR separate And she even reacted pretty sick to what she got in the first round n nI m usually ok with the vaccines we got as kids But not doing gardisil with my oldest and we don t do flu etc,5
237,I don t love the new combo vaccines all that much but I ve done it both ways Little bit just got her 4 month vaccines and was feverish and sleet but nothing awful My middle child reacted pretty strong to the MMR last time so for her 5 year shots we separated them so that she will get MMR separate And she even reacted pretty sick to what she got in the first round n nI m usually ok with the vaccines we got as kids But not doing gardisil with my oldest and we don t do flu etc,1
237,I don t love the new combo vaccines all that much but I ve done it both ways Little bit just got her 4 month vaccines and was feverish and sleet but nothing awful My middle child reacted pretty strong to the MMR last time so for her 5 year shots we separated them so that she will get MMR separate And she even reacted pretty sick to what she got in the first round n nI m usually ok with the vaccines we got as kids But not doing gardisil with my oldest and we don t do flu etc,4
240,I will be recording Idk exactly how we will record it but it s 100 something that I want n nWe are going from a bassinet to a Montessori bed but I ve heard the Newton crib mattress is good I would buy that one if we were doing a crib n nWe aren t doing any black Friday shopping but I might sneak some baby clothes in Unfortunately none of our Nuna gear is going on sale n nI got the whooping cough vaccine almost 10 years ago when the family I was babysitting for had a new baby I keep forgetting to ask if I need a booster or something n nI don t think you need the second glucose test and you should not have your mom in the room If you don t NEED your mom in the room then she doesn t need to be there and will probably stress you out I had to have an awkward conversation with my in laws about how they can t be at the birth or stay at our house because we want alone time with the baby I don t want to feel like I have to host people or even wear pants for that matter I know how special this baby is for them but the birth is a moment for our little family only,4
240,I will be recording Idk exactly how we will record it but it s 100 something that I want n nWe are going from a bassinet to a Montessori bed but I ve heard the Newton crib mattress is good I would buy that one if we were doing a crib n nWe aren t doing any black Friday shopping but I might sneak some baby clothes in Unfortunately none of our Nuna gear is going on sale n nI got the whooping cough vaccine almost 10 years ago when the family I was babysitting for had a new baby I keep forgetting to ask if I need a booster or something n nI don t think you need the second glucose test and you should not have your mom in the room If you don t NEED your mom in the room then she doesn t need to be there and will probably stress you out I had to have an awkward conversation with my in laws about how they can t be at the birth or stay at our house because we want alone time with the baby I don t want to feel like I have to host people or even wear pants for that matter I know how special this baby is for them but the birth is a moment for our little family only,0
241,I had to get it for work I thought I d be fine with or without it I take shots like the strep test and whatnot for work But I never had a flu vaccine and I think I m missing some childhood vaccines from when I started homeschool I think the effects depends on each individual If you have bad experiences with vaccines normally I understand why you d be weary I know someone at work who had a really bad reaction to the first shot and had to fight for her job and not take the second one Then there was someone else who refused to take the shot cause she was pregnant She got COVID and ended up miscarrying BUT she previously had her tubes tied and wasn t expecting this child so there could have been other risks involved and COVID was the straw that broke the camel s back nBasically it s your choice do what you feel comfortable with doing Ultimately it s you that has to live with the choice you make,6
241,I had to get it for work I thought I d be fine with or without it I take shots like the strep test and whatnot for work But I never had a flu vaccine and I think I m missing some childhood vaccines from when I started homeschool I think the effects depends on each individual If you have bad experiences with vaccines normally I understand why you d be weary I know someone at work who had a really bad reaction to the first shot and had to fight for her job and not take the second one Then there was someone else who refused to take the shot cause she was pregnant She got COVID and ended up miscarrying BUT she previously had her tubes tied and wasn t expecting this child so there could have been other risks involved and COVID was the straw that broke the camel s back nBasically it s your choice do what you feel comfortable with doing Ultimately it s you that has to live with the choice you make,5
